img_0.png,150,157
img_1.png,150,157
img_2.png,150,157
img_3.png,150,157
img_4.png,150,157
img_5.png,150,157
img_6.png,150,157
img_7.png,150,157
img_8.png,150,157
img_9.png,150,157
img_10.png,150,157
img_11.png,150,157
img_12.png,150,157
img_13.png,164,241
img_14.png,150,157
img_15.png,150,157
img_16.png,150,157
img_17.png,150,157
img_18.png,150,157
img_19.png,150,157
img_20.png,150,157
img_21.png,150,157
img_22.png,150,157
img_23.png,174,128
img_24.png,173,129
img_25.png,172,139
img_26.png,172,153
img_27.png,172,172
img_28.png,169,179
img_29.png,150,157
img_30.png,95,135
img_31.png,166,185
img_32.png,150,157
img_33.png,150,157
img_34.png,162,191
img_35.png,159,196
img_36.png,158,199
img_37.png,150,157
img_38.png,156,208
img_39.png,154,210
img_40.png,153,207
img_41.png,154,203
img_42.png,150,157
img_43.png,154,179
img_44.png,155,174
img_45.png,156,172
img_46.png,157,170
img_47.png,159,168
img_48.png,161,165
img_49.png,163,166
img_50.png,165,166
img_51.png,167,162
img_52.png,168,159
img_53.png,169,168
img_54.png,170,156
img_55.png,170,156
img_56.png,170,151
img_57.png,169,151
img_58.png,168,152
img_59.png,168,155
img_60.png,168,155
img_61.png,168,155
img_62.png,167,153
img_63.png,167,156
img_64.png,167,154
img_65.png,166,154
